curp,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,sexo,nivel_trabajo,casa,ahorros,cheques,credito_cantidad,credito_duracion,credito_proposito,riego
HIDJ790109,John,Hicks,Duckett,1979-01-09,40,H,2,no,pequena,7543,1986,9,reparaciones,malo
CAED450118,Douglas,Cartier,Escalante,1945-01-18,74,H,2,renta,pequena,5708,38434,2,radio,bueno
MECC071007,Connie,Mendoza,Carson,1907-10-07,111,M,3,renta,muy-grande,79336192,44637,15,TV,malo
BARL150622,Linda,Blackburn,Robbins,1915-06-22,103,M,2,no,muy-grande,81759297,40048,22,equipo,malo
KESJ030321,James,Keating,Schaper,1903-03-21,116,H,3,propia,moderada,37982,47301,15,TV,bueno
SEHC090321,Colton,Snyder,Henry,1909-03-21,110,H,1,no,moderada,11219,42933,6,muebles,bueno
BEAG910824,Gloria,Beltz,Alligood,1991-08-24,27,M,3,no,moderada,34948,29748,19,educacion,bueno
RAMM820530,Maurice,Ramirez,Marsaw,1982-05-30,36,H,3,no,pequena,6339,19658,5,educacion,bueno
POGW520303,William,Potts,Gurley,1952-03-03,67,H,0,propia,alta,82535733,43669,8,negocios,malo
RAML690517,Lance,Rasmusson,Morehead,1969-05-17,49,H,1,propia,pequena,3362,20198,13,reparaciones,malo
SUNS460216,Shirley,Stuart,Nelson,1946-02-16,73,M,3,renta,muy-grande,16088904,8024,4,radio,malo
JOHC650729,Charles,Johnson,Hall,1965-07-29,53,H,1,propia,muy-grande,61778470,19490,12,otros,malo
KOSR411115,Robert,Koehn,Smith,1941-11-15,77,H,1,renta,muy-grande,6091412,42715,3,otros,bueno
DOQA801117,Angela,Donaldson,Quear,1980-11-17,38,M,1,propia,moderada,25038,29195,13,equipo,bueno
SESC800716,Carolyn,Sykes,Smith,1980-07-16,38,M,3,propia,alta,67786389,23141,24,muebles,malo
BOHH560207,Helen,Boone,Hammond,1956-02-07,63,M,2,renta,moderada,27079,10878,19,muebles,malo
HASA430317,Anne,Hanson,Stein,1943-03-17,76,M,3,no,pequena,9264,8959,23,otros,malo
TIMY720418,Yvette,Tibbert,Morse,1972-04-18,47,M,0,renta,pequena,2163,5771,9,otros,bueno
TADS811013,Shante,Taylor,Diaz,1981-10-13,37,M,1,propia,alta,45416421,34977,16,carro,malo
BAHJ130628,Joseph,Bradley,Holguin,1913-06-28,105,H,1,no,pequena,5141,5143,17,radio,malo
WIBL890921,Lila,Williams,Brown,1989-09-21,29,M,3,propia,alta,55803879,48490,3,vacaciones,malo
HESJ760613,John,Hewitt,Sclafani,1976-06-13,42,H,0,propia,muy-grande,4472329,31215,11,otros,malo
KERT430119,Tina,Kelly,Richardson,1943-01-19,76,M,3,propia,muy-grande,92945824,1618,14,educacion,malo
GOGJ040406,Jack,Gott,Guiterrez,1904-04-06,115,H,1,renta,alta,76403835,10376,24,radio,bueno
CAMC641213,Cassandra,Carter,Marx,1964-12-13,54,M,0,renta,moderada,11062,49393,2,carro,malo
REDR970121,Roy,Rhea,Desrosiers,1997-01-21,22,H,0,renta,pequena,5541,42980,4,otros,bueno
SIHS481014,Stephen,Smith,Henderson,1948-10-14,70,H,3,renta,pequena,457,34273,21,radio,malo
WENM210827,Michelle,Weitzel,Norwood,1921-08-27,97,M,3,renta,alta,91326462,20130,6,negocios,malo
NEKR800520,Ruby,Negrete,Kubiszewski,1980-05-20,38,M,3,propia,alta,12527353,34064,7,negocios,malo
GOMH020404,Helen,Gold,Malek,1902-04-04,117,M,0,renta,pequena,1414,19103,9,muebles,bueno
WOWB560301,Benjamin,Worden,Wetzel,1956-03-01,63,H,3,no,moderada,20617,4201,6,educacion,malo
SIMM510913,Mildred,Smith,Mccarty,1951-09-13,67,M,0,no,moderada,46209,680,16,radio,malo
MIHJ450414,Jimmy,Millette,Harter,1945-04-14,74,H,0,propia,muy-grande,99678846,41521,4,linea blanca,malo
HOLJ221013,Jessie,Hoffman,Lemoine,1922-10-13,96,H,3,no,pequena,1382,33366,6,reparaciones,malo
GAMM330426,Megan,Gray,Mckinney,1933-04-26,86,M,2,propia,alta,49084218,48243,18,equipo,malo
OELL430301,Lela,Owen,Long,1943-03-01,76,M,1,propia,moderada,19130,12780,16,educacion,malo
BOSL200709,Lori,Bone,Snyder,1920-07-09,98,M,2,no,muy-grande,60303082,21835,13,muebles,malo
SUMJ370815,John,Summers,Mcdougal,1937-08-15,81,H,3,propia,alta,3799290,7723,10,muebles,bueno
FOAD930917,Dianna,Forrester,Anderson,1993-09-17,25,M,3,no,moderada,15444,10534,11,radio,malo
TOMS541112,Scott,Thompson,Mcdill,1954-11-12,64,H,0,renta,moderada,47317,39152,22,muebles,bueno
WIJJ490523,Jared,Wilkie,Johnson,1949-05-23,69,H,2,propia,pequena,8625,5732,13,negocios,malo
GOLD910803,Donald,Gomez,Leonard,1991-08-03,27,H,2,no,moderada,46653,22133,22,carro,malo
JORJ430425,Jerry,Johnston,Rodriguez,1943-04-25,76,H,3,propia,muy-grande,56923438,6097,17,muebles,malo
HUBJ700714,Jolie,Hummel,Berrios,1970-07-14,48,M,1,no,muy-grande,53897529,2283,9,linea blanca,malo
MURR980808,Robert,Mulch,Rivera,1998-08-08,20,H,1,propia,alta,31023189,22726,20,muebles,bueno
PEHL770103,Lynne,Pettis,Hanke,1977-01-03,42,M,1,no,moderada,32153,26276,8,equipo,malo
WAKR250909,Raymond,Wallace,Klar,1925-09-09,93,H,1,renta,moderada,29160,33546,5,vacaciones,malo
MOVM280410,Margaret,Modrak,Villareal,1928-04-10,91,M,1,no,pequena,220,29096,20,linea blanca,malo
HOTJ531129,James,Hopkins,Thorpe,1953-11-29,65,H,0,no,moderada,25262,21824,9,reparaciones,bueno
HUSA941104,Alfred,Hunter,Slocum,1994-11-04,24,H,0,renta,alta,55680623,9425,18,otros,malo
MUHJ850416,John,Mulholland,Hopkins,1985-04-16,34,H,2,renta,pequena,3248,12397,4,vacaciones,malo
BOWT261228,Tricia,Borke,Wright,1926-12-28,92,M,1,propia,pequena,1736,29240,23,otros,malo
EUHD900319,Debby,Eudy,Herrington,1990-03-19,29,M,2,propia,pequena,2590,29911,11,muebles,bueno
TOPD090625,David,Thompkins,Parish,1909-06-25,109,H,1,no,pequena,3175,21411,8,vacaciones,bueno
BAWR821110,Ricky,Barker,Waters,1982-11-10,36,H,3,propia,muy-grande,54849833,29421,19,otros,bueno
BAJM920905,Matthew,Bagwell,Jackson,1992-09-05,26,H,1,propia,muy-grande,67604234,44771,18,TV,malo
VIWR810509,Ruby,Virgen,Watterson,1981-05-09,37,M,2,no,muy-grande,43442281,27815,6,educacion,malo
SAPL330915,Lisa,Sammons,Perez,1933-09-15,85,M,1,renta,alta,37367161,32788,20,muebles,bueno
FEGD971115,Daniel,Ferguson,Garza,1997-11-15,21,H,0,renta,moderada,21620,39219,21,vacaciones,malo
OUPE710926,Edward,Oslund,Perry,1971-09-26,47,H,2,renta,alta,57662301,25644,11,equipo,bueno
AEMK980707,Kimberly,Allen,Murray,1998-07-07,20,M,1,propia,muy-grande,18194073,20907,8,equipo,malo
WEKL370627,Lori,Westphal,Kubin,1937-06-27,81,M,0,propia,pequena,8731,29931,18,linea blanca,bueno
MAER750911,Rhonda,Mackey,Ennis,1975-09-11,43,M,2,renta,pequena,3998,12953,9,linea blanca,malo
BORB950830,Bruce,Bowers,Romanelli,1995-08-30,23,H,2,no,alta,58213152,6159,22,otros,bueno
RUFJ790507,Jacqueline,Ruiz,Fleming,1979-05-07,39,M,3,no,moderada,39018,27785,16,TV,bueno
LEMA480411,Antoinette,Lehnertz,Mcgrath,1948-04-11,71,M,1,renta,pequena,2478,37576,15,carro,bueno
SOMP690917,Patrick,Stoddard,Martin,1969-09-17,49,H,1,no,alta,15120324,16880,2,equipo,bueno
DOMB470223,Byron,Dowst,Magana,1947-02-23,72,H,0,propia,alta,41007560,1615,20,linea blanca,malo
AUTJ451208,Juan,Aguilar,Tieng,1945-12-08,73,H,1,propia,muy-grande,38892357,42565,11,negocios,malo
OEHT540218,Troy,Ornelas,Hill,1954-02-18,65,H,1,no,muy-grande,36933827,15774,18,equipo,malo
EEMJ520912,John,Elledge,Mcclure,1952-09-12,66,H,2,propia,muy-grande,85112116,25374,16,linea blanca,bueno
MAHB500520,Bobby,Mcclain,Hill,1950-05-20,68,H,2,propia,muy-grande,1558983,29296,13,reparaciones,bueno
MEGJ760727,Jamie,Merriweather,Gamez,1976-07-27,42,M,0,no,alta,95706264,19952,4,vacaciones,malo
SOJR241113,Roy,Souffrant,Johnson,1924-11-13,94,H,1,propia,alta,3722447,35611,13,reparaciones,bueno
CICD970523,Donald,Ciocca,Caldwell,1997-05-23,21,H,0,renta,pequena,4580,28134,3,equipo,malo
NUML631026,Lee,Nguyen,Mueller,1963-10-26,55,H,1,propia,moderada,10440,27112,2,negocios,malo
EELB650608,Buford,Estes,Lopez,1965-06-08,53,H,2,propia,pequena,7840,28091,3,negocios,bueno
RORC870210,Courtney,Robinson,Reyna,1987-02-10,32,M,3,no,alta,99628079,7253,19,radio,bueno
HOHJ710622,Joseph,Hoffman,Hand,1971-06-22,47,H,0,no,moderada,38228,13116,18,muebles,bueno
HIMM370222,Martin,Hindman,Markham,1937-02-22,82,H,2,propia,moderada,32489,49953,10,equipo,bueno
SITC470701,Carl,Smith,Tavano,1947-07-01,71,H,1,propia,muy-grande,2296122,3315,20,educacion,malo
BOPA651005,Arthur,Brown,Poole,1965-10-05,53,H,1,renta,pequena,659,48691,14,negocios,bueno
EEMJ540413,Jessica,Emery,Mckee,1954-04-13,65,M,1,renta,moderada,19213,38082,7,muebles,bueno
HOSD320114,Darnell,Hodge,Sheets,1932-01-14,87,H,1,renta,alta,93148598,11305,8,TV,bueno
POGV561219,Viviana,Powell,Gonzalez,1956-12-19,62,M,1,renta,moderada,32088,47337,21,radio,bueno
MADK411017,Kara,Martines,Deblase,1941-10-17,77,M,1,no,muy-grande,35292962,26893,4,linea blanca,malo
WICM531026,Michel,Williams,Chance,1953-10-26,65,H,0,no,alta,82863560,3964,5,educacion,malo
GORE140705,Eve,Gordon,Rose,1914-07-05,104,M,0,no,alta,86103028,34128,17,carro,malo
HEPJ370321,Jerry,Hemberger,Papineau,1937-03-21,82,H,0,no,pequena,4705,24772,9,equipo,bueno
FIBC460916,Carmen,Fitzgerald,Betts,1946-09-16,72,M,3,renta,pequena,8962,16629,18,carro,malo
SATA120514,Annette,Santana,Tran,1912-05-14,106,M,1,propia,muy-grande,50744370,18623,3,radio,bueno
WEDI341112,Ivan,Wheeler,Delgado,1934-11-12,84,H,3,renta,pequena,5794,26347,5,educacion,bueno
WADK890802,Keith,Walker,Deshay,1989-08-02,29,H,3,no,muy-grande,34250380,1628,10,carro,malo
PIMM490101,Maureen,Phillips,Mcilhinney,1949-01-01,70,M,3,no,pequena,5608,48123,10,negocios,malo
MACS980128,Stephanie,Mann,Chandler,1998-01-28,21,M,1,renta,alta,16933154,47143,23,linea blanca,malo
GUBR481013,Roger,Guerra,Billings,1948-10-13,70,H,1,propia,alta,20688219,25031,13,equipo,bueno
OOBM940408,Mary,Olson,Barber,1994-04-08,25,M,0,no,alta,71607673,46608,14,otros,bueno
POSM420508,Miguel,Poindexter,Schlemmer,1942-05-08,76,H,2,renta,alta,89099107,43649,10,linea blanca,bueno
ROBC600106,Claude,Ropers,Butler,1960-01-06,59,H,3,no,alta,85261706,40715,8,radio,malo
AUAD390709,Daniel,Asbury,Ardon,1939-07-09,79,H,1,renta,moderada,26642,30585,2,muebles,bueno
HAKE190204,Edward,Hardin,King,1919-02-04,100,H,0,propia,pequena,5664,1904,3,negocios,malo
HAMD920731,Dale,Hambric,Mcmillan,1992-07-31,26,H,1,propia,alta,74308314,848,20,muebles,malo
WOCE380206,Elizabeth,Wroblewski,Carter,1938-02-06,81,M,1,renta,alta,8482450,21787,24,vacaciones,bueno
MULK810930,Keith,Mcduffie,Lemieux,1981-09-30,37,H,2,propia,alta,18104099,28537,24,equipo,malo
GOGW000409,William,Glover,Gould,1900-04-09,119,H,3,renta,muy-grande,41556250,4216,23,reparaciones,bueno
GABV171206,Vince,Garcia,Bennett,1917-12-06,101,H,3,propia,pequena,898,20353,13,equipo,bueno
MIGM580823,Michael,Miller,Goetz,1958-08-23,60,H,1,no,alta,92020781,46503,11,muebles,malo
SIKJ760206,James,Smith,Kelly,1976-02-06,43,H,2,propia,pequena,3378,16829,6,muebles,malo
KEEA061204,Anjanette,Kendall,Elrod,1906-12-04,112,M,0,renta,muy-grande,93861838,10825,7,negocios,malo
CAHA000328,Angel,Carpenter,Hodge,2000-03-28,19,H,3,renta,alta,77568274,41509,10,reparaciones,malo
CODA380816,Alex,Clouthier,Dupre,1938-08-16,80,H,1,renta,alta,51829379,29868,22,carro,malo
JOGB270923,Brian,Johns,Giles,1927-09-23,91,H,2,renta,alta,44367065,10203,21,carro,bueno
WIED441128,Diane,Wilke,Erwin,1944-11-28,74,M,2,propia,muy-grande,1551608,32447,7,equipo,malo
YOMD641124,David,Young,Moorhouse,1964-11-24,54,H,3,renta,alta,78930767,42055,14,muebles,malo
HECB391219,Barry,Hefty,Cherenfant,1939-12-19,79,H,3,propia,muy-grande,7786197,5355,24,TV,bueno
YOKS060516,Susan,Young,Kasprzak,1906-05-16,112,M,1,no,pequena,3778,49470,22,TV,malo
LARL871206,Leanna,Landwehr,Richmond,1987-12-06,31,M,3,renta,muy-grande,8918189,41715,6,negocios,bueno
WAMC520406,Christina,Walker,Mcgill,1952-04-06,67,M,2,propia,muy-grande,55686304,19191,16,muebles,bueno
ROHJ100421,John,Rouse,Holder,1910-04-21,109,H,0,no,moderada,19083,49485,4,linea blanca,bueno
YOHE790530,Eddie,Young,Hecht,1979-05-30,39,H,3,no,pequena,410,8295,17,muebles,bueno
AOSW071007,Walter,Arnold,Stafford,1907-10-07,111,H,1,renta,alta,17045789,35314,19,reparaciones,bueno
AOSA810711,Alexander,Abston,Shannon,1981-07-11,37,H,2,propia,alta,77138646,40314,5,otros,bueno
ROLJ670610,Janet,Rodriguez,Leftwich,1967-06-10,51,M,3,no,muy-grande,29562471,43956,23,radio,bueno
JOLJ411217,Jerry,John,Lewis,1941-12-17,77,H,3,propia,muy-grande,93967928,14410,13,negocios,bueno
SAJG461218,Gary,Sachs,Johnson,1946-12-18,72,H,0,no,pequena,7898,49780,19,negocios,malo
DUBM260115,Madelyn,Dustin,Byrnes,1926-01-15,93,M,3,renta,muy-grande,15861371,28827,17,radio,malo
MABT370607,Tony,Marroguin,Bayers,1937-06-07,81,H,1,renta,muy-grande,94127477,39061,12,carro,malo
AOZA830119,Alice,Arnold,Zollinger,1983-01-19,36,M,1,no,moderada,27900,38416,18,TV,bueno
PIHP470525,Paula,Pipkin,Hartman,1947-05-25,71,M,3,no,pequena,7381,11599,14,linea blanca,malo
LEDW790612,Wendy,Lee,Debruyn,1979-06-12,39,M,0,renta,moderada,25424,2325,14,carro,bueno
AUHF691201,Frank,Aguilar,Hunter,1969-12-01,49,H,0,propia,moderada,22343,12064,19,vacaciones,bueno
PAGV860406,Vanessa,Payne,Gomez,1986-04-06,33,M,3,no,muy-grande,31467419,43515,17,muebles,malo
PACE820203,Elizabeth,Parker,Cloe,1982-02-03,37,M,1,renta,muy-grande,23816242,28327,12,radio,bueno
MOWJ720723,Joe,Morgan,Willis,1972-07-23,46,H,2,no,muy-grande,97060719,13029,18,radio,malo
PESP000214,Patrick,Perea,Sermersheim,1900-02-14,119,H,2,no,muy-grande,21434371,1401,13,equipo,bueno
AABL170116,Lucy,Adams,Benedict,1917-01-16,102,M,1,renta,moderada,14685,5406,21,TV,malo
BEFE920126,Evelyn,Bernard,Forgey,1992-01-26,27,M,1,renta,alta,59953835,6292,24,negocios,bueno
HAMR370106,Raymond,Hamm,Matson,1937-01-06,82,H,0,no,muy-grande,84461911,13878,9,vacaciones,malo
CAMT510831,Timothy,Carroll,Mcgaha,1951-08-31,67,H,2,no,pequena,3907,5213,2,radio,bueno
RAEC010207,Catherine,Ramsey,Enderle,1901-02-07,118,M,1,renta,moderada,22916,13863,2,TV,malo
WACC301109,Clarence,Walker,Carnell,1930-11-09,88,H,0,renta,moderada,19894,32148,10,TV,bueno
CAWR300927,Richard,Clark,Wright,1930-09-27,88,H,1,propia,moderada,33347,1342,2,TV,malo
SASL480903,Leeann,Spahn,Schwenck,1948-09-03,70,M,1,renta,muy-grande,42921460,46506,10,carro,bueno
PEIM220502,Mary,Pena,Isbell,1922-05-02,96,M,0,renta,moderada,44803,11792,16,radio,bueno
JOKR000208,Richard,Johnson,Kou,1900-02-08,119,H,3,propia,alta,37608600,47523,10,educacion,bueno
BEHA180611,Amanda,Benefiel,Herron,1918-06-11,100,M,0,renta,moderada,32322,32408,14,radio,malo
JESJ761213,Jerry,Jenkins,Stone,1976-12-13,42,H,2,renta,alta,3828471,11729,16,reparaciones,bueno
LEAP671028,Paul,Lewis,Allen,1967-10-28,51,H,2,renta,moderada,38898,27509,10,educacion,bueno
CETW240403,William,Cremeans,Tall,1924-04-03,95,H,1,renta,alta,84509877,12228,7,educacion,malo
MIFD300909,Dawn,Miles,Flood,1930-09-09,88,M,1,propia,muy-grande,87592031,10357,13,muebles,bueno
COBE381205,Evelyn,Corley,Brown,1938-12-05,80,M,2,renta,pequena,2439,36179,20,vacaciones,bueno
MOGD150722,Dawn,Morrison,Gullatte,1915-07-22,103,M,2,no,alta,81844698,29462,19,educacion,bueno
KEMR300804,Ruby,Kent,Mendoza,1930-08-04,88,M,3,propia,moderada,32513,40338,3,educacion,bueno
MISC930511,Carolyn,Mitchell,Smith,1993-05-11,25,M,0,propia,pequena,8407,31857,14,carro,malo
SACJ440820,Jennifer,Savoy,Cross,1944-08-20,74,M,2,no,pequena,5495,18698,14,educacion,bueno
MAFH650910,Henry,Mata,Flores,1965-09-10,53,H,3,renta,alta,25805593,49103,13,educacion,malo
MALR360330,Roxanne,Mcgraw,Leblanc,1936-03-30,83,M,1,no,muy-grande,11727441,26531,20,otros,malo
SABE840217,Elizabeth,Small,Burch,1984-02-17,35,M,3,propia,pequena,9231,27080,11,negocios,bueno
MAPM051118,Michael,Markley,Piller,1905-11-18,113,H,2,propia,alta,78262262,2701,21,equipo,bueno
CAWO790831,Olga,Cameron,Wilson,1979-08-31,39,M,1,renta,muy-grande,83616240,844,17,vacaciones,bueno
EEEC110613,Carie,Etheridge,Emerson,1911-06-13,107,M,0,propia,alta,48892743,4332,8,muebles,bueno
LEMN160321,Nena,Legg,Mulligan,1916-03-21,103,M,2,renta,moderada,23381,2974,14,reparaciones,malo
CAHL580319,Lucina,Carter,Hattabaugh,1958-03-19,61,M,2,renta,muy-grande,5969818,5393,12,reparaciones,malo
CIKJ810105,John,Childress,Kahl,1981-01-05,38,H,3,renta,muy-grande,9773205,19510,2,vacaciones,bueno
HUAS530101,Samantha,Hudson,Ash,1953-01-01,66,M,2,no,alta,9141734,12693,20,carro,bueno
MABS530916,Sherri,Maxim,Banh,1953-09-16,65,M,1,no,muy-grande,58538443,4904,8,educacion,malo
WITM690825,Matthew,Wise,Thornton,1969-08-25,49,H,1,no,alta,91374012,45210,13,linea blanca,malo
BALF060406,Fred,Baker,Lavoie,1906-04-06,113,H,0,renta,alta,70351450,8013,5,TV,malo
WIDT290406,Theresa,Williams,Donahue,1929-04-06,90,M,3,no,alta,35072444,21157,3,muebles,bueno
LITJ630120,Joan,Lieder,Thomas,1963-01-20,56,M,3,propia,alta,13168954,32115,12,equipo,malo
WEDP301208,Peter,Weatherspoon,Dobrinin,1930-12-08,88,H,1,renta,alta,60535311,29815,19,otros,bueno
KACL331010,Leon,Kalichman,Campagna,1933-10-10,85,H,0,no,moderada,38428,39858,12,carro,malo
OETJ110506,Janet,Ojeda,Tietjen,1911-05-06,107,M,2,renta,muy-grande,62949294,38591,12,vacaciones,bueno
TACE930619,Eric,Tang,Christophe,1993-06-19,25,H,1,renta,alta,61368019,36688,4,educacion,malo
LACM280605,Michael,Lambert,Cole,1928-06-05,90,H,2,renta,muy-grande,14412502,12494,24,educacion,malo
NICS000530,Stephanie,Nix,Cook,1900-05-30,118,M,1,propia,pequena,9872,34769,24,reparaciones,bueno
TOMR071218,Randy,Thomas,Mcneeley,1907-12-18,111,H,1,renta,muy-grande,83285723,35128,5,carro,malo
BAKL180205,Lonnie,Bartlett,Kinkade,1918-02-05,101,H,0,propia,moderada,17625,48598,14,vacaciones,malo
NIBL450219,Lyndsey,Nishida,Bennett,1945-02-19,74,M,3,propia,muy-grande,50784063,35411,8,linea blanca,bueno
RIBR650119,Rudy,Richburg,Balistrieri,1965-01-19,54,H,1,no,alta,28157803,5327,17,vacaciones,malo
SASB981109,Billy,Strauch,Slaughter,1998-11-09,20,H,3,no,pequena,1476,4022,14,carro,bueno
CAMW230707,William,Clayton,Mccarthy,1923-07-07,95,H,3,renta,alta,73615013,22616,15,radio,malo
SEDC650728,Christopher,Snell,Dill,1965-07-28,53,H,0,propia,pequena,4623,36654,23,muebles,bueno
CAMR110619,Rudy,Clankscales,Mcvea,1911-06-19,107,H,3,propia,alta,47006913,26561,13,carro,bueno
SOSE090712,Ella,Scholler,Sullivan,1909-07-12,109,M,1,propia,alta,46179636,13537,15,linea blanca,bueno
AOEE931025,Eduardo,Aronowitz,Espino,1993-10-25,25,H,3,propia,muy-grande,50188367,40610,9,negocios,bueno
GOTJ000326,Johanna,Grosz,Thompson,1900-03-26,119,M,1,no,pequena,9744,36812,6,equipo,bueno
GAPN020615,Nick,Gault,Pena,1902-06-15,116,H,0,no,alta,19045177,14814,10,carro,bueno
WIDT201103,Theresa,Williams,Dann,1920-11-03,98,M,2,no,muy-grande,68075921,40979,15,negocios,malo
MUSJ890917,John,Murphy,Salmon,1989-09-17,29,H,1,no,muy-grande,85503912,18567,21,muebles,malo
WIEL280528,Lucas,Williamson,Everett,1928-05-28,90,H,2,renta,muy-grande,88614366,21521,18,linea blanca,malo
FIMA770620,Andrea,Fisher,Masters,1977-06-20,41,M,3,propia,muy-grande,94046987,18,7,educacion,malo
LASZ740313,Zena,Lane,Smith,1974-03-13,45,M,0,propia,moderada,48466,8186,7,muebles,bueno
HUMH280802,Hyo,Hubbard,Mathis,1928-08-02,90,M,2,no,pequena,1354,43267,21,muebles,malo
SANP670714,Philip,Schwartz,Newsome,1967-07-14,51,H,0,no,muy-grande,80809816,26609,10,negocios,malo
GEDM430520,Mary,Green,Daniel,1943-05-20,75,M,3,no,pequena,7392,23956,21,carro,malo
MEFR410608,Rene,Mendoza,Ford,1941-06-08,77,H,2,no,moderada,48257,29742,11,vacaciones,malo
SAAD540604,Denise,Swafford,Adams,1954-06-04,64,M,1,propia,muy-grande,11851465,18356,23,vacaciones,bueno
SUSH450710,Helen,Sullivan,Segarra,1945-07-10,73,M,3,no,muy-grande,64386700,17506,22,negocios,malo
ZATT860805,Tierra,Zana,Testani,1986-08-05,32,M,0,propia,moderada,17846,44957,18,vacaciones,malo
CAWC600616,Cecelia,Cale,Walsh,1960-06-16,58,M,2,renta,moderada,13375,38867,23,radio,bueno
MALR250609,Ronald,Maldonado,Little,1925-06-09,93,H,0,no,muy-grande,18561027,5126,10,educacion,malo
CAWJ010813,James,Caputo,Walter,1901-08-13,117,H,3,no,moderada,40342,12393,8,radio,bueno
FOSA050116,Ami,Forester,Snyder,1905-01-16,114,M,0,propia,moderada,20030,12535,13,linea blanca,bueno
WILT000905,Tina,Whitten,Lefebvre,1900-09-05,118,M,1,renta,pequena,2216,29790,22,muebles,bueno
HESB510102,Beatrice,Herrington,Snyder,1951-01-02,68,M,0,no,alta,97945067,20865,3,linea blanca,malo
RAWG490422,George,Raymond,Woodward,1949-04-22,70,H,3,renta,alta,92687591,6296,9,equipo,malo
ROSR850618,Robin,Romero,Smith,1985-06-18,33,H,2,renta,muy-grande,97996245,34629,23,vacaciones,malo
SIBJ250521,Janice,Stiggers,Brenton,1925-05-21,93,M,1,no,alta,77616809,42294,24,TV,malo
MILC940906,Cayla,Miller,Laferriere,1994-09-06,24,M,1,no,pequena,9585,29797,16,negocios,bueno
DOBS460707,Steven,Dolfi,Beckham,1946-07-07,72,H,2,renta,muy-grande,13207126,35207,14,radio,malo
SUDN851011,Norman,Sullivan,Dronick,1985-10-11,33,H,1,propia,moderada,45790,16002,7,carro,malo
VEBB820430,Barbara,Vedovelli,Brunson,1982-04-30,36,M,1,propia,alta,76726504,21901,23,negocios,bueno
MIBM840205,Mary,Mitchell,Bolt,1984-02-05,35,M,0,renta,muy-grande,85314317,15040,10,vacaciones,malo
SAWR680320,Rocky,Stark,Wilson,1968-03-20,51,H,2,renta,moderada,20350,3227,13,negocios,bueno
WIAJ480111,Jermaine,Wilson,Allender,1948-01-11,71,H,3,renta,alta,68760261,15778,24,linea blanca,malo
BOPD650904,Donna,Boyte,Pullen,1965-09-04,53,M,0,propia,pequena,6594,14441,5,radio,bueno
MOCW070803,William,Morales,Cohen,1907-08-03,111,H,1,propia,alta,86207701,1324,8,linea blanca,malo
SIER701003,Ronald,Smith,Erickson,1970-10-03,48,H,1,no,muy-grande,26924444,24272,3,vacaciones,malo
BUHJ610330,Jim,Buisson,Hill,1961-03-30,58,H,1,propia,muy-grande,59424447,338,3,radio,malo
WOHC280417,Constance,Wood,Hernandez,1928-04-17,91,M,1,propia,moderada,14085,31135,19,muebles,bueno
GEBV010118,Vonda,Gepner,Brice,1901-01-18,118,M,1,renta,pequena,8218,26898,4,otros,malo
DARM370817,Melissa,Dancy,Randolph,1937-08-17,81,M,3,propia,moderada,18667,43903,9,carro,bueno
RORJ121208,John,Rogers,Reyes,1912-12-08,106,H,3,renta,muy-grande,89384332,40759,6,radio,bueno
WEST640127,Trang,Webb,Sisneros,1964-01-27,55,M,2,propia,alta,18300445,2753,13,negocios,malo
KECC891003,Cecil,Kendall,Cole,1989-10-03,29,H,3,renta,alta,31622783,19469,12,linea blanca,malo
RILL520221,Lawrence,Riley,Lyles,1952-02-21,67,H,0,propia,muy-grande,42804128,11690,17,linea blanca,malo
GOLM970618,Mona,Gonzalez,Lombardo,1997-06-18,21,M,0,no,alta,18735462,31854,9,carro,bueno
SETP830307,Pamela,Stevens,Treleven,1983-03-07,36,M,0,propia,muy-grande,40597922,48697,4,TV,malo
HEJK611222,Kimberly,Hernandez,Jackson,1961-12-22,57,M,1,renta,moderada,12064,33686,9,otros,malo
CAME630308,Eileen,Carroll,Murphy,1963-03-08,56,M,2,propia,muy-grande,41246752,43038,3,linea blanca,bueno
WEKH821214,Heather,Wells,Knox,1982-12-14,36,M,2,renta,pequena,8273,22566,14,TV,bueno
SOSR040702,Richard,Storey,Shaver,1904-07-02,114,H,1,propia,moderada,45742,44408,21,radio,bueno
EAKM100722,Maria,Eaton,Klos,1910-07-22,108,M,2,no,alta,41675327,24366,18,radio,malo
FAAE451029,Eric,Franz,Adams,1945-10-29,73,H,2,no,alta,10960172,10757,8,vacaciones,bueno
HARR380620,Rosella,Harris,Reels,1938-06-20,80,M,0,propia,muy-grande,46218796,48300,14,educacion,bueno
UADM351129,Michael,Uhlman,Davis,1935-11-29,83,H,3,propia,alta,58914206,34479,17,otros,bueno
VATM310719,Mark,Vandeventer,Thomas,1931-07-19,87,H,1,propia,pequena,3190,13098,21,radio,bueno
AEAA750305,Anthony,Anderson,Aldana,1975-03-05,44,H,2,propia,muy-grande,9889288,5073,21,muebles,bueno
LAMA941224,Ana,Larose,Murphy,1994-12-24,24,M,0,propia,muy-grande,6260982,19251,8,otros,bueno
CACB520503,Billy,Clayton,Carmon,1952-05-03,66,H,2,propia,pequena,2336,40392,10,educacion,bueno
SARJ150222,John,Salvage,Robles,1915-02-22,104,H,0,no,alta,91082159,44904,18,TV,malo
